Scenarios,Camps Name,Mu,delta_D,alpha,delta_R,lambda_C,lambda_S,omega,Supply,Optimal Allocated Aid
Scenario 34,Camp 2,2.0,30.0,0.75,1.0,642.6,2860.68,930.120883199796,10767,542.0
Scenario 34,Camp 3,2.0,30.0,0.75,1.0,1071.0,2817.84,1549.238812858496,10767,902.0
Scenario 34,Camp 4,2.0,30.0,0.75,1.0,4282.8,4500.96,6190.887155783712,10767,3607.0
Scenario 34,Camp 5,2.0,30.0,0.75,1.0,2483.6,742.52,3590.70864094842,10767,2092.0
Scenario 34,Camp 6,2.0,30.0,0.75,1.0,1698.4,2074.0,2455.948599214555,10767,1430.0
Scenario 34,Camp 7,2.0,30.0,0.75,1.0,2174.4,1628.42,3143.85713961988,10767,1832.0
Scenario 35,Camp 1,2.0,40.0,0.75,1.0,428.4,2882.1,682.326923848914,10767,362.0
Scenario 35,Camp 2,2.0,40.0,0.75,1.0,642.6,2860.68,1022.6968996165779,10767,542.0
Scenario 35,Camp 3,2.0,40.0,0.75,1.0,1071.0,2817.84,1703.4363589659472,10767,902.0
Scenario 35,Camp 4,2.0,40.0,0.75,1.0,4282.8,4500.96,6807.073375575495,10767,3607.0
Scenario 35,Camp 5,2.0,40.0,0.75,1.0,2483.6,742.52,3948.0960602575688,10767,2092.0
Scenario 35,Camp 6,2.0,40.0,0.75,1.0,1698.4,2074.0,2700.392027962752,10767,1430.0
Scenario 35,Camp 7,2.0,40.0,0.75,1.0,2174.4,1628.42,3456.768907785124,10767,1832.0
Scenario 36,Camp 1,2.0,50.0,0.75,1.0,428.4,2882.1,730.2357577053491,10767,362.0
Scenario 36,Camp 2,2.0,50.0,0.75,1.0,642.6,2860.68,1094.5044366441964,10767,542.0
Scenario 36,Camp 3,2.0,50.0,0.75,1.0,1071.0,2817.84,1823.0412677776374,10767,902.0
Scenario 36,Camp 4,2.0,50.0,0.75,1.0,4282.8,4500.96,7285.024539453679,10767,3607.0
Scenario 36,Camp 5,2.0,50.0,0.75,1.0,2483.6,742.52,4225.307279086754,10767,2092.0
Scenario 36,Camp 6,2.0,50.0,0.75,1.0,1698.4,2074.0,2889.997081629894,10767,1430.0
Scenario 36,Camp 7,2.0,50.0,0.75,1.0,2174.4,1628.42,3699.4821314536052,10767,1832.0
Scenario 37,Camp 1,1.0,20.0,0.25,2.0,428.4,2882.1,516.3837018488211,21534,1434.0
Scenario 37,Camp 2,1.0,20.0,0.25,2.0,642.6,2860.68,774.2747544503777,21534,1698.0
Scenario 37,Camp 3,1.0,20.0,0.25,2.0,1071.0,2817.84,1290.0567661991251,21534,2228.0
Scenario 37,Camp 4,1.0,20.0,0.25,2.0,4282.8,4500.96,5156.976689346512,21534,6798.0
Scenario 37,Camp 5,1.0,20.0,0.25,2.0,2483.6,742.52,2990.7888028364764,21534,3344.0
Scenario 37,Camp 6,1.0,20.0,0.25,2.0,1698.4,2074.0,2045.429338212813,21534,2788.0
Scenario 37,Camp 7,1.0,20.0,0.25,2.0,2174.4,1628.42,2618.520405996848,21534,3244.0
Scenario 38,Camp 1,1.0,30.0,0.25,2.0,428.4,2882.1,690.2876079363417,21534,1252.0
Scenario 38,Camp 2,1.0,30.0,0.25,2.0,642.6,2860.68,1035.029312934288,21534,1578.0
Scenario 38,Camp 3,1.0,30.0,0.25,2.0,1071.0,2817.84,1724.512598002941,21534,2226.0
Scenario 38,Camp 4,1.0,30.0,0.25,2.0,4282.8,4500.96,6893.705379018064,21534,6444.0
Scenario 38,Camp 5,1.0,30.0,0.25,2.0,2483.6,742.52,3998.0046642858615,21534,3736.0
Scenario 38,Camp 6,1.0,30.0,0.25,2.0,1698.4,2074.0,2734.273990489153,21534,3026.0
Scenario 38,Camp 7,1.0,30.0,0.25,2.0,2174.4,1628.42,3500.3664540854234,21534,3272.0
Scenario 39,Camp 1,1.0,40.0,0.25,2.0,428.4,2882.1,813.6743929155606,21534,735.9999990220003
Scenario 39,Camp 2,1.0,40.0,0.25,2.0,642.6,2860.68,1220.0376164499855,21534,1076.0
Scenario 39,Camp 3,1.0,40.0,0.25,2.0,1071.0,2817.84,2032.7639162612365,21534,1798.0000002353872
Scenario 39,Camp 4,1.0,40.0,0.25,2.0,4282.8,4500.96,8125.933994354047,21534,7186.0
Scenario 39,Camp 5,1.0,40.0,0.25,2.0,2483.6,742.52,4712.635690812483,21534,4238.0
Scenario 39,Camp 6,1.0,40.0,0.25,2.0,1698.4,2074.0,3223.017049266283,21534,2850.000000340676
Scenario 39,Camp 7,1.0,40.0,0.25,2.0,2174.4,1628.42,4126.046182437925,21534,3650.0000004019394
Scenario 4,Camp 1,1.0,50.0,0.25,1.0,428.4,2882.1,1206.6713097851627,21534,722.0
Scenario 4,Camp 2,1.0,50.0,0.25,1.0,642.6,2860.68,1809.3040673846656,21534,1082.0
Scenario 4,Camp 3,1.0,50.0,0.25,1.0,1071.0,2817.84,3014.569364202066,21534,1804.0
Scenario 4,Camp 4,1.0,50.0,0.25,1.0,4282.8,4500.96,12050.682068364575,21534,7216.0
Scenario 4,Camp 5,1.0,50.0,0.25,1.0,2483.6,742.52,6988.7934671223375,21534,4184.0
Scenario 4,Camp 6,1.0,50.0,0.25,1.0,1698.4,2074.0,4779.703328701966,21534,2862.0
Scenario 4,Camp 7,1.0,50.0,0.25,1.0,2174.4,1628.42,6118.886860082271,21534,3664.0
Scenario 40,Camp 1,1.0,50.0,0.25,2.0,428.4,2882.1,909.3806187184234,21534,722.0
Scenario 40,Camp 2,1.0,50.0,0.25,2.0,642.6,2860.68,1363.5412053850578,21534,1082.0
Scenario 40,Camp 3,1.0,50.0,0.25,2.0,1071.0,2817.84,2271.8622141399546,21534,1804.0
Scenario 40,Camp 4,1.0,50.0,0.25,2.0,4282.8,4500.96,9081.72476335704,21534,7216.0
Scenario 40,Camp 5,1.0,50.0,0.25,2.0,2483.6,742.52,5266.946579146333,21534,4184.0
Scenario 40,Camp 6,1.0,50.0,0.25,2.0,1698.4,2074.0,3602.1156176484965,21534,2862.0
Scenario 40,Camp 7,1.0,50.0,0.25,2.0,2174.4,1628.42,4611.3610836411935,21534,3664.0
Scenario 41,Camp 1,1.33,20.0,0.25,2.0,428.4,2882.1,270.7719589463496,16191,1099.0
Scenario 41,Camp 2,1.33,20.0,0.25,2.0,642.6,2860.68,405.9482865975144,16191,1293.0
Scenario 41,Camp 3,1.33,20.0,0.25,2.0,1071.0,2817.84,676.3008553190849,16191,1685.0
Scenario 41,Camp 4,1.33,20.0,0.25,2.0,4282.8,4500.96,2703.187462296112,16191,5095.0
Scenario 41,Camp 5,1.33,20.0,0.25,2.0,2483.6,742.52,1567.7573867354838,16191,2501.0
Scenario 41,Camp 6,1.33,20.0,0.25,2.0,1698.4,2074.0,1072.2373144172727,16191,2091.0
Scenario 41,Camp 7,1.33,20.0,0.25,2.0,2174.4,1628.42,1372.6290051896258,16191,2427.0
Scenario 42,Camp 1,1.33,30.0,0.25,2.0,428.4,2882.1,401.5770321117031,16191,831.0
Scenario 42,Camp 2,1.33,30.0,0.25,2.0,642.6,2860.68,602.0546173134618,16191,1063.0
Scenario 42,Camp 3,1.33,30.0,0.25,2.0,1071.0,2817.84,1003.0096593106092,16191,1527.0
Scenario 42,Camp 4,1.33,30.0,0.25,2.0,4282.8,4500.96,4009.0488046641703,16191,5253.0
Scenario 42,Camp 5,1.33,30.0,0.25,2.0,2483.6,742.52,2325.11283991995,16191,2813.0
Scenario 42,Camp 6,1.33,30.0,0.25,2.0,1698.4,2074.0,1590.215914966391,16191,2119.0
Scenario 42,Camp 7,1.33,30.0,0.25,2.0,2174.4,1628.42,2035.7214396920126,16191,2585.0
Scenario 43,Camp 1,1.33,40.0,0.25,2.0,428.4,2882.1,494.38470848857463,16191,635.0
Scenario 43,Camp 2,1.33,40.0,0.25,2.0,642.6,2860.68,741.1942732619291,16191,893.0
Scenario 43,Camp 3,1.33,40.0,0.25,2.0,1071.0,2817.84,1234.8132447265252,16191,1411.0
Scenario 43,Camp 4,1.33,40.0,0.25,2.0,4282.8,4500.96,4935.572172013676,16191,5371.0
Scenario 43,Camp 5,1.33,40.0,0.25,2.0,2483.6,742.52,2862.465085520927,16191,3039.0
Scenario 43,Camp 6,1.33,40.0,0.25,2.0,1698.4,2074.0,1957.7275807344154,16191,2141.0
Scenario 43,Camp 7,1.33,40.0,0.25,2.0,2174.4,1628.42,2506.1930091811814,16191,2701.0
Scenario 44,Camp 1,1.33,50.0,0.25,2.0,428.4,2882.1,566.371934941228,16191,543.0
Scenario 44,Camp 2,1.33,50.0,0.25,2.0,642.6,2860.68,849.1193750674382,16191,814.0
Scenario 44,Camp 3,1.33,50.0,0.25,2.0,1071.0,2817.84,1414.614074219451,16191,1356.0
Scenario 44,Camp 4,1.33,50.0,0.25,2.0,4282.8,4500.96,5654.23952866873,16191,5426.0
Scenario 44,Camp 5,1.33,50.0,0.25,2.0,2483.6,742.52,3279.267868426926,16191,3146.0
Scenario 44,Camp 6,1.33,50.0,0.25,2.0,1698.4,2074.0,2242.791775211196,16191,2152.0
Scenario 44,Camp 7,1.33,50.0,0.25,2.0,2174.4,1628.42,2871.119109419073,16191,2754.0
Scenario 45,Camp 1,2.0,20.0,0.25,2.0,428.4,2882.1,76.57797202417244,10767,715.0
Scenario 45,Camp 2,2.0,20.0,0.25,2.0,642.6,2860.68,114.77790459487646,10767,853.0
Scenario 45,Camp 3,2.0,20.0,0.25,2.0,1071.0,2817.84,191.17771449795046,10767,1125.0
Scenario 45,Camp 4,2.0,20.0,0.25,2.0,4282.8,4500.96,763.9620485454174,10767,3409.0
Scenario 45,Camp 5,2.0,20.0,0.25,2.0,2483.6,742.52,443.0972589293506,10767,1645.0
Scenario 45,Camp 6,2.0,20.0,0.25,2.0,1698.4,2074.0,303.0666648842645,10767,1401.0
Scenario 45,Camp 7,2.0,20.0,0.25,2.0,2174.4,1628.42,387.9553091957617,10767,1619.0
Scenario 46,Camp 1,2.0,30.0,0.25,2.0,428.4,2882.1,163.63117335815406,10767,533.0
Scenario 46,Camp 2,2.0,30.0,0.25,2.0,642.6,2860.68,245.2564713847665,10767,697.0
Scenario 46,Camp 3,2.0,30.0,0.25,2.0,1071.0,2817.84,408.5069494051789,10767,1017.0
Scenario 46,Camp 4,2.0,30.0,0.25,2.0,4282.8,4500.96,1632.4277478270897,10767,3517.0
Scenario 46,Camp 5,2.0,30.0,0.25,2.0,2483.6,742.52,946.8065355335451,10767,1859.0
Scenario 46,Camp 6,2.0,30.0,0.25,2.0,1698.4,2074.0,647.5903274782574,10767,1419.0
Scenario 46,Camp 7,2.0,30.0,0.25,2.0,2174.4,1628.42,828.9796762205909,10767,1725.0
Scenario 47,Camp 1,2.0,40.0,0.25,2.0,428.4,2882.1,225.39640265290552,10767,403.0
Scenario 47,Camp 2,2.0,40.0,0.25,2.0,642.6,2860.68,337.83248780154844,10767,583.0
Scenario 47,Camp 3,2.0,40.0,0.25,2.0,1071.0,2817.84,562.7044955126302,10767,937.0
Scenario 47,Camp 4,2.0,40.0,0.25,2.0,4282.8,4500.96,2248.613967618873,10767,3595.0
Scenario 47,Camp 5,2.0,40.0,0.25,2.0,2483.6,742.52,1304.1939548426942,10767,2013.0
Scenario 47,Camp 6,2.0,40.0,0.25,2.0,1698.4,2074.0,892.0337562264542,10767,1433.0
Scenario 47,Camp 7,2.0,40.0,0.25,2.0,2174.4,1628.42,1141.8914443858355,10767,1803.0
Scenario 48,Camp 1,2.0,50.0,0.25,2.0,428.4,2882.1,273.30523650934066,10767,299.0
Scenario 48,Camp 2,2.0,50.0,0.25,2.0,642.6,2860.68,409.640024829167,10767,493.0
Scenario 48,Camp 3,2.0,50.0,0.25,2.0,1071.0,2817.84,682.3094043243202,10767,877.0
Scenario 48,Camp 4,2.0,50.0,0.25,2.0,4282.8,4500.96,2726.565131497057,10767,3655.0
Scenario 48,Camp 5,2.0,50.0,0.25,2.0,2483.6,742.52,1581.4051736718793,10767,2133.0
Scenario 48,Camp 6,2.0,50.0,0.25,2.0,1698.4,2074.0,1081.6388098935965,10767,1445.0
Scenario 48,Camp 7,2.0,50.0,0.25,2.0,2174.4,1628.42,1384.6046680543166,10767,1865.0
Scenario 49,Camp 1,1.0,20.0,0.5,2.0,428.4,2882.1,987.5782990030812,21534,722.0
Scenario 49,Camp 2,1.0,20.0,0.5,2.0,642.6,2860.68,1480.792174933896,21534,1082.0
Scenario 49,Camp 3,1.0,20.0,0.5,2.0,1071.0,2817.84,2467.2197480650525,21534,1804.0
Scenario 49,Camp 4,1.0,20.0,0.5,2.0,4282.8,4500.96,9862.6626840256,21534,7216.0
Scenario 49,Camp 5,1.0,20.0,0.5,2.0,2483.6,742.52,5719.851552261867,21534,4184.0
Scenario 49,Camp 6,1.0,20.0,0.5,2.0,1698.4,2074.0,3911.861701542623,21534,2862.0
Scenario 49,Camp 7,1.0,20.0,0.5,2.0,2174.4,1628.42,5007.892230526501,21534,3664.0
Scenario 5,Camp 1,1.33,20.0,0.25,1.0,428.4,2882.1,494.38470848857463,16191,776.0
Scenario 5,Camp 2,1.33,20.0,0.25,1.0,642.6,2860.68,741.1942732619291,16191,1017.0
Scenario 5,Camp 3,1.33,20.0,0.25,1.0,1071.0,2817.84,1234.8132447265252,16191,1501.0
Scenario 5,Camp 4,1.33,20.0,0.25,1.0,4282.8,4500.96,4935.572172013676,16191,5317.0
Scenario 5,Camp 5,1.33,20.0,0.25,1.0,2483.6,742.52,2862.465085520927,16191,2810.0
Scenario 5,Camp 6,1.33,20.0,0.25,1.0,1698.4,2074.0,1957.7275807344154,16191,2137.0
Scenario 5,Camp 7,1.33,20.0,0.25,1.0,2174.4,1628.42,2506.1930091811814,16191,2633.0
Scenario 50,Camp 1,1.0,30.0,0.5,2.0,428.4,2882.1,1161.4822050906018,21534,722.0
Scenario 50,Camp 2,1.0,30.0,0.5,2.0,642.6,2860.68,1741.5467334178065,21534,1082.0
Scenario 50,Camp 3,1.0,30.0,0.5,2.0,1071.0,2817.84,2901.6755798688687,21534,1804.0
Scenario 50,Camp 4,1.0,30.0,0.5,2.0,4282.8,4500.96,11599.391373697154,21534,7216.0
Scenario 50,Camp 5,1.0,30.0,0.5,2.0,2483.6,742.52,6727.067413711253,21534,4184.0
Scenario 50,Camp 6,1.0,30.0,0.5,2.0,1698.4,2074.0,4600.706353818963,21534,2862.0
Scenario 50,Camp 7,1.0,30.0,0.5,2.0,2174.4,1628.42,5889.738278615077,21534,3664.0
Scenario 51,Camp 1,1.0,40.0,0.5,2.0,428.4,2882.1,1284.8689900698207,21534,722.0
Scenario 51,Camp 2,1.0,40.0,0.5,2.0,642.6,2860.68,1926.555036933504,21534,1082.0
Scenario 51,Camp 3,1.0,40.0,0.5,2.0,1071.0,2817.84,3209.926898127164,21534,1804.0
Scenario 51,Camp 4,1.0,40.0,0.5,2.0,4282.8,4500.96,12831.619989033135,21534,7216.0
Scenario 51,Camp 5,1.0,40.0,0.5,2.0,2483.6,742.52,7441.698440237874,21534,4184.0
Scenario 51,Camp 6,1.0,40.0,0.5,2.0,1698.4,2074.0,5089.449412596093,21534,2862.0
Scenario 51,Camp 7,1.0,40.0,0.5,2.0,2174.4,1628.42,6515.4180069675795,21534,3664.0
Scenario 52,Camp 1,1.0,50.0,0.5,2.0,428.4,2882.1,1380.5752158726834,21534,722.0
Scenario 52,Camp 2,1.0,50.0,0.5,2.0,642.6,2860.68,2070.058625868576,21534,1082.0
Scenario 52,Camp 3,1.0,50.0,0.5,2.0,1071.0,2817.84,3449.025196005882,21534,1804.0
Scenario 52,Camp 4,1.0,50.0,0.5,2.0,4282.8,4500.96,13787.410758036129,21534,7216.0
Scenario 52,Camp 5,1.0,50.0,0.5,2.0,2483.6,742.52,7996.009328571723,21534,4184.0
Scenario 52,Camp 6,1.0,50.0,0.5,2.0,1698.4,2074.0,5468.547980978306,21534,2862.0
Scenario 52,Camp 7,1.0,50.0,0.5,2.0,2174.4,1628.42,7000.732908170847,21534,3664.0
Scenario 53,Camp 1,1.33,20.0,0.5,2.0,428.4,2882.1,579.3235800121718,16191,543.0
Scenario 53,Camp 2,1.33,20.0,0.5,2.0,642.6,2860.68,868.5368145453958,16191,814.0
Scenario 53,Camp 3,1.33,20.0,0.5,2.0,1071.0,2817.84,1446.9630983700797,16191,1356.0
Scenario 53,Camp 4,1.33,20.0,0.5,2.0,4282.8,4500.96,5783.539197320244,16191,5426.0
Scenario 53,Camp 5,1.33,20.0,0.5,2.0,2483.6,742.52,3354.2573071759048,16191,3146.0
Scenario 53,Camp 6,1.33,20.0,0.5,2.0,1698.4,2074.0,2294.0793501218095,16191,2152.0
Scenario 53,Camp 7,1.33,20.0,0.5,2.0,2174.4,1628.42,2936.775109244451,16191,2754.0
Scenario 54,Camp 1,1.33,30.0,0.5,2.0,428.4,2882.1,710.1286531775253,16191,542.0
Scenario 54,Camp 2,1.33,30.0,0.5,2.0,642.6,2860.68,1064.6431452613433,16191,814.0
Scenario 54,Camp 3,1.33,30.0,0.5,2.0,1071.0,2817.84,1773.6719023616042,16191,1357.0
Scenario 54,Camp 4,1.33,30.0,0.5,2.0,4282.8,4500.96,7089.400539688303,16191,5426.0
Scenario 54,Camp 5,1.33,30.0,0.5,2.0,2483.6,742.52,4111.612760360372,16191,3146.0
Scenario 54,Camp 6,1.33,30.0,0.5,2.0,1698.4,2074.0,2812.057950670928,16191,2152.0
Scenario 54,Camp 7,1.33,30.0,0.5,2.0,2174.4,1628.42,3599.8675437468382,16191,2754.0
Scenario 55,Camp 1,1.33,40.0,0.5,2.0,428.4,2882.1,802.9363295543967,16191,543.0
Scenario 55,Camp 2,1.33,40.0,0.5,2.0,642.6,2860.68,1203.7828012098105,16191,814.0
Scenario 55,Camp 3,1.33,40.0,0.5,2.0,1071.0,2817.84,2005.47548777752,16191,1356.0
Scenario 55,Camp 4,1.33,40.0,0.5,2.0,4282.8,4500.96,8015.923907037809,16191,5426.0
Scenario 55,Camp 5,1.33,40.0,0.5,2.0,2483.6,742.52,4648.965005961348,16191,3146.0
Scenario 55,Camp 6,1.33,40.0,0.5,2.0,1698.4,2074.0,3179.569616438952,16191,2152.0
Scenario 55,Camp 7,1.33,40.0,0.5,2.0,2174.4,1628.42,4070.3391132360066,16191,2754.0
Scenario 56,Camp 1,1.33,50.0,0.5,2.0,428.4,2882.1,874.9235560070501,16191,543.0
Scenario 56,Camp 2,1.33,50.0,0.5,2.0,642.6,2860.68,1311.7079030153195,16191,814.0
Scenario 56,Camp 3,1.33,50.0,0.5,2.0,1071.0,2817.84,2185.276317270446,16191,1356.0
Scenario 56,Camp 4,1.33,50.0,0.5,2.0,4282.8,4500.96,8734.591263692862,16191,5426.0
Scenario 56,Camp 5,1.33,50.0,0.5,2.0,2483.6,742.52,5065.767788867347,16191,3146.0
Scenario 56,Camp 6,1.33,50.0,0.5,2.0,1698.4,2074.0,3464.6338109157327,16191,2152.0
Scenario 56,Camp 7,1.33,50.0,0.5,2.0,2174.4,1628.42,4435.265213473898,16191,2754.0
Scenario 57,Camp 1,2.0,20.0,0.5,2.0,428.4,2882.1,258.4924937799197,10767,331.0
Scenario 57,Camp 2,2.0,20.0,0.5,2.0,642.6,2860.68,387.4381366510724,10767,521.0
Scenario 57,Camp 3,2.0,20.0,0.5,2.0,1071.0,2817.84,645.329235933821,10767,895.0
Scenario 57,Camp 4,2.0,20.0,0.5,2.0,4282.8,4500.96,2578.789302743423,10767,3637.0
Scenario 57,Camp 5,2.0,20.0,0.5,2.0,2483.6,742.52,1495.6953340516777,10767,2097.0
Scenario 57,Camp 6,2.0,20.0,0.5,2.0,1698.4,2074.0,1023.0155737575287,10767,1441.0
Scenario 57,Camp 7,2.0,20.0,0.5,2.0,2174.4,1628.42,1309.5611270237994,10767,1845.0
Scenario 58,Camp 1,2.0,30.0,0.5,2.0,428.4,2882.1,345.5456951139013,10767,345.5456951139013
Scenario 58,Camp 2,2.0,30.0,0.5,2.0,642.6,2860.68,517.9167034409625,10767,517.9167034409625
Scenario 58,Camp 3,2.0,30.0,0.5,2.0,1071.0,2817.84,862.6584708410494,10767,862.6584708410494
Scenario 58,Camp 4,2.0,30.0,0.5,2.0,4282.8,4500.96,3447.255002025095,10767,3549.0
Scenario 58,Camp 5,2.0,30.0,0.5,2.0,2483.6,742.52,1999.4046106558721,10767,2245.0
Scenario 58,Camp 6,2.0,30.0,0.5,2.0,1698.4,2074.0,1367.5392363515216,10767,1375.879130604087
Scenario 58,Camp 7,2.0,30.0,0.5,2.0,2174.4,1628.42,1750.5854940486286,10767,1871.0
Scenario 59,Camp 1,2.0,40.0,0.5,2.0,428.4,2882.1,407.31092440865274,10767,362.0
Scenario 59,Camp 2,2.0,40.0,0.5,2.0,642.6,2860.68,610.4927198577443,10767,542.0
Scenario 59,Camp 3,2.0,40.0,0.5,2.0,1071.0,2817.84,1016.8560169485006,10767,902.0
Scenario 59,Camp 4,2.0,40.0,0.5,2.0,4282.8,4500.96,4063.441221816878,10767,3606.0
Scenario 59,Camp 5,2.0,40.0,0.5,2.0,2483.6,742.52,2356.792029965021,10767,2093.0
Scenario 59,Camp 6,2.0,40.0,0.5,2.0,1698.4,2074.0,1611.9826650997184,10767,1430.0
Scenario 59,Camp 7,2.0,40.0,0.5,2.0,2174.4,1628.42,2063.497262213873,10767,1832.0
Scenario 6,Camp 1,1.33,30.0,0.25,1.0,428.4,2882.1,625.1897816539281,16191,543.0
Scenario 6,Camp 2,1.33,30.0,0.25,1.0,642.6,2860.68,937.3006039778764,16191,814.0
Scenario 6,Camp 3,1.33,30.0,0.25,1.0,1071.0,2817.84,1561.5220487180495,16191,1356.0
Scenario 6,Camp 4,1.33,30.0,0.25,1.0,4282.8,4500.96,6241.433514381736,16191,5426.0
Scenario 6,Camp 5,1.33,30.0,0.25,1.0,2483.6,742.52,3619.8205387053936,16191,3146.0
Scenario 6,Camp 6,1.33,30.0,0.25,1.0,1698.4,2074.0,2475.7061812835336,16191,2152.0
Scenario 6,Camp 7,1.33,30.0,0.25,1.0,2174.4,1628.42,3169.2854436835687,16191,2754.0
Scenario 60,Camp 1,2.0,50.0,0.5,2.0,428.4,2882.1,455.2197582650879,10767,362.0
Scenario 60,Camp 2,2.0,50.0,0.5,2.0,642.6,2860.68,682.300256885363,10767,542.0
Scenario 60,Camp 3,2.0,50.0,0.5,2.0,1071.0,2817.84,1136.4609257601908,10767,902.0
Scenario 60,Camp 4,2.0,50.0,0.5,2.0,4282.8,4500.96,4541.392385695062,10767,3607.0
Scenario 60,Camp 5,2.0,50.0,0.5,2.0,2483.6,742.52,2634.0032487942062,10767,2092.0
Scenario 60,Camp 6,2.0,50.0,0.5,2.0,1698.4,2074.0,1801.5877187668607,10767,1430.0
Scenario 60,Camp 7,2.0,50.0,0.5,2.0,2174.4,1628.42,2306.2104858823545,10767,1832.0
Scenario 61,Camp 1,1.0,20.0,0.75,2.0,428.4,2882.1,1458.7728961573414,21534,722.0
Scenario 61,Camp 2,1.0,20.0,0.75,2.0,642.6,2860.68,2187.3095954174146,21534,1082.0
Scenario 61,Camp 3,1.0,20.0,0.75,2.0,1071.0,2817.84,3644.38272993098,21534,1804.0
Scenario 61,Camp 4,1.0,20.0,0.75,2.0,4282.8,4500.96,14568.34867870469,21534,7216.0
Scenario 61,Camp 5,1.0,20.0,0.75,2.0,2483.6,742.52,8448.91430168726,21534,4184.0
Scenario 61,Camp 6,1.0,20.0,0.75,2.0,1698.4,2074.0,5778.294064872433,21534,2862.0
Scenario 61,Camp 7,1.0,20.0,0.75,2.0,2174.4,1628.42,7397.2640550561555,21534,3664.0
Scenario 62,Camp 1,1.0,30.0,0.75,2.0,428.4,2882.1,1632.6768022448618,21534,722.0
Scenario 62,Camp 2,1.0,30.0,0.75,2.0,642.6,2860.68,2448.064153901325,21534,1082.0
Scenario 62,Camp 3,1.0,30.0,0.75,2.0,1071.0,2817.84,4078.838561734796,21534,1804.0
Scenario 62,Camp 4,1.0,30.0,0.75,2.0,4282.8,4500.96,16305.07736837624,21534,7216.0
Scenario 62,Camp 5,1.0,30.0,0.75,2.0,2483.6,742.52,9456.130163136644,21534,4184.0
Scenario 62,Camp 6,1.0,30.0,0.75,2.0,1698.4,2074.0,6467.138717148773,21534,2862.0
Scenario 62,Camp 7,1.0,30.0,0.75,2.0,2174.4,1628.42,8279.11010314473,21534,3664.0
Scenario 63,Camp 1,1.0,40.0,0.75,2.0,428.4,2882.1,1756.0635872240807,21534,722.0
Scenario 63,Camp 2,1.0,40.0,0.75,2.0,642.6,2860.68,2633.072457417022,21534,1082.0
Scenario 63,Camp 3,1.0,40.0,0.75,2.0,1071.0,2817.84,4387.089879993091,21534,1804.0
Scenario 63,Camp 4,1.0,40.0,0.75,2.0,4282.8,4500.96,17537.305983712224,21534,7216.0
Scenario 63,Camp 5,1.0,40.0,0.75,2.0,2483.6,742.52,10170.761189663264,21534,4184.0
Scenario 63,Camp 6,1.0,40.0,0.75,2.0,1698.4,2074.0,6955.881775925903,21534,2862.0
Scenario 63,Camp 7,1.0,40.0,0.75,2.0,2174.4,1628.42,8904.789831497232,21534,3664.0
Scenario 64,Camp 1,1.0,50.0,0.75,2.0,428.4,2882.1,1851.7698130269434,21534,722.0
Scenario 64,Camp 2,1.0,50.0,0.75,2.0,642.6,2860.68,2776.576046352094,21534,1082.0
Scenario 64,Camp 3,1.0,50.0,0.75,2.0,1071.0,2817.84,4626.188177871809,21534,1804.0
Scenario 64,Camp 4,1.0,50.0,0.75,2.0,4282.8,4500.96,18493.096752715217,21534,7216.0
Scenario 64,Camp 5,1.0,50.0,0.75,2.0,2483.6,742.52,10725.072077997114,21534,4184.0
Scenario 64,Camp 6,1.0,50.0,0.75,2.0,1698.4,2074.0,7334.980344308116,21534,2862.0
Scenario 64,Camp 7,1.0,50.0,0.75,2.0,2174.4,1628.42,9390.1047327005,21534,3664.0
Scenario 65,Camp 1,1.33,20.0,0.75,2.0,428.4,2882.1,825.749511774538,16191,543.0
Scenario 65,Camp 2,1.33,20.0,0.75,2.0,642.6,2860.68,1237.9849108748595,16191,814.0
Scenario 65,Camp 3,1.33,20.0,0.75,2.0,1071.0,2817.84,2062.4554450377495,16191,1356.0
Scenario 65,Camp 4,1.33,20.0,0.75,2.0,4282.8,4500.96,8243.673886734861,16191,5426.0
Scenario 65,Camp 5,1.33,20.0,0.75,2.0,2483.6,742.52,4781.05229845553,16191,3146.0
Scenario 65,Camp 6,1.33,20.0,0.75,2.0,1698.4,2074.0,3269.908163060328,16191,2152.0
Scenario 65,Camp 7,1.33,20.0,0.75,2.0,2174.4,1628.42,4185.98637500526,16191,2754.0
Scenario 66,Camp 1,1.33,30.0,0.75,2.0,428.4,2882.1,956.5545849398914,16191,543.0
Scenario 66,Camp 2,1.33,30.0,0.75,2.0,642.6,2860.68,1434.0912415908067,16191,814.0
Scenario 66,Camp 3,1.33,30.0,0.75,2.0,1071.0,2817.84,2389.164249029274,16191,1356.0
Scenario 66,Camp 4,1.33,30.0,0.75,2.0,4282.8,4500.96,9549.53522910292,16191,5426.0
Scenario 66,Camp 5,1.33,30.0,0.75,2.0,2483.6,742.52,5538.407751639996,16191,3146.0
Scenario 66,Camp 6,1.33,30.0,0.75,2.0,1698.4,2074.0,3787.886763609446,16191,2152.0
Scenario 66,Camp 7,1.33,30.0,0.75,2.0,2174.4,1628.42,4849.078809507647,16191,2754.0
Scenario 67,Camp 1,1.33,40.0,0.75,2.0,428.4,2882.1,1049.362261316763,16191,543.0
Scenario 67,Camp 2,1.33,40.0,0.75,2.0,642.6,2860.68,1573.2308975392739,16191,814.0
Scenario 67,Camp 3,1.33,40.0,0.75,2.0,1071.0,2817.84,2620.9678344451895,16191,1356.0
